Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides WT_1	Peptides WT_2	Peptides WT_3	Peptides KO_1	Peptides KO_2	Peptides KO_3	Razor + unique peptides WT_1	Razor + unique peptides WT_2	Razor + unique peptides WT_3	Razor + unique peptides KO_1	Razor + unique peptides KO_2	Razor + unique peptides KO_3	Unique peptides WT_1	Unique peptides WT_2	Unique peptides WT_3	Unique peptides KO_1	Unique peptides KO_2	Unique peptides KO_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type WT_1	Identification type WT_2	Identification type WT_3	Identification type KO_1	Identification type KO_2	Identification type KO_3	Sequence coverage WT_1 [%]	Sequence coverage WT_2 [%]	Sequence coverage WT_3 [%]	Sequence coverage KO_1 [%]	Sequence coverage KO_2 [%]	Sequence coverage KO_3 [%]	Intensity	Intensity WT_1	Intensity WT_2	Intensity WT_3	Intensity WT_4	Intensity KO_1	Intensity KO_2	Intensity KO_3	Intensity KO_4	iBAQ	iBAQ WT_1	iBAQ WT_2	iBAQ WT_3	iBAQ KO_1	iBAQ KO_2	iBAQ KO_3	MS/MS count WT_1	MS/MS count WT_2	MS/MS count WT_3	MS/MS count KO_1	MS/MS count KO_2	MS/MS count KO_3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	reshuffled	reshuffled (#1)
P20036	P20036	5	5	5	HLA class II histocompatibility antigen, DP alpha 1 chain	HLA-DPA1	HLA class II histocompatibility antigen, DP alpha 1 chain OS=Homo sapiens GN=HLA-DPA1 PE=1 SV=1	1	5	5	5	4	4	5	4	5	5	4	4	5	4	5	5	4	4	5	4	5	5	26.2	26.2	26.2	29.38	260	260	1.0	128	0.0	37.687	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	19.6	20.4	26.2	20.4	26.2	26.2	4.9709E9	2.0984109955910748E8	5.933050924747866E7	2.5584005054952118E8	2506614.6166478936	2.1222477805228937E8	2.2380429467865524E8	1.49783631542428E8	NA	4.519E8	1.554E7	2.1098E7	2.2304E7	2.164E7	2.325E7	2.1228E7	4	5	5	6	5	6	117	NA	NA	NA	1169	NA	1.0
P20042	P20042	16	16	16	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens GN=EIF2S2 PE=1 SV=2	1	16	16	16	12	13	12	12	13	11	12	13	12	12	13	11	12	13	12	12	13	11	57.7	57.7	57.7	38.388	333	333	1.0	342	0.0	309.27	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	46.5	49.2	46.5	50.2	52.3	44.4	7.7943E9	3.4100573011790806E8	8.685799392873631E7	3.0581528619783926E8	2.594252980811519E7	3.005824693911957E8	3.395607524318196E8	2.197474397320125E8	4569130.026277575	3.5429E8	1.2695E7	1.5535E7	1.3414E7	1.5085E7	1.7352E7	1.4372E7	13	15	13	17	17	16	343	NA	NA	NA	1170	NA	1.0
P20073	P20073	19	19	19	Annexin A7	ANXA7	Annexin A7 OS=Homo sapiens GN=ANXA7 PE=1 SV=3	1	19	19	19	11	9	9	14	12	16	11	9	9	14	12	16	11	9	9	14	12	16	42.0	42.0	42.0	52.739	488	488	1.0	279	0.0	134.26	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	26.6	21.9	19.3	34.4	25.6	33.0	5.3333E9	2.644014535559088E8	4.922646850889864E7	1.7729454583710063E8	NA	2.6907254977325076E8	1.9827692172884962E8	1.7280978105231056E8	4355921.301202439	2.1333E8	8613500.0	7700000.0	6798800.0	1.2081E7	9070000.0	1.053E7	9	8	7	13	11	14	216	NA	NA	NA	1171	NA	1.0
P20248	P20248	5	5	5	Cyclin-A2	CCNA2	Cyclin-A2 OS=Homo sapiens GN=CCNA2 PE=1 SV=2	1	5	5	5	1	0	0	1	2	1	1	0	0	1	2	1	1	0	0	1	2	1	15.5	15.5	15.5	48.55	432	432	1.0	31	0.0	3.8633	By MS/MS	NA	NA	By MS/MS	By MS/MS	By matching	1.9	0.0	0.0	1.9	3.9	2.1	1.0009E8	NA	NA	NA	NA	5572915.497602086	6789648.726495815	104667.72578812776	5572915.497602086	4003700.0	0.0	0.0	0.0	234940.0	295180.0	21114.0	1	0	0	1	2	0	22	NA	NA	NA	1173	NA	NA
P20273	P20273	11	11	11	B-cell receptor CD22	CD22	B-cell receptor CD22 OS=Homo sapiens GN=CD22 PE=1 SV=2	1	11	11	11	5	6	5	5	6	5	5	6	5	5	6	5	5	6	5	5	6	5	17.7	17.7	17.7	95.347	847	847	1.0	138	0.0	108.16	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.6	9.1	6.8	6.8	7.7	6.8	1.1105E9	4.645082172245021E7	1.1996193048541218E7	4.256816380704754E7	NA	3.525747660489457E7	4.289720730465984E7	1.7136692773316737E7	5188378.131170231	3.1729E7	1091600.0	1299100.0	1155400.0	1286700.0	1588600.0	1243600.0	3	5	2	4	3	4	94	NA	NA	NA	1174	NA	1.0
P20290	P20290	10	10	9	Transcription factor BTF3	BTF3	Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1	1	10	10	9	9	7	8	9	9	9	9	7	8	9	9	9	8	6	7	8	8	8	64.1	64.1	61.2	22.168	206	206	1.0	315	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	59.2	45.1	45.6	59.2	59.2	59.2	1.1687E10	4.248484349746799E8	1.1023616350520688E8	4.3305384074125564E8	4.248484349746799E8	5.356763361053062E8	4.51327682511839E8	4.702279677263476E8	5.356763361053062E8	8.9898E8	2.6947E7	3.3464E7	3.2333E7	4.4885E7	3.8472E7	4.5188E7	13	14	14	16	18	18	316	NA	NA	NA	1175	NA	NA
P20292	P20292	1	1	1	Arachidonate 5-lipoxygenase-activating protein	ALOX5AP	Arachidonate 5-lipoxygenase-activating protein OS=Homo sapiens GN=ALOX5AP PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.1	8.1	8.1	18.157	161	161	1.0	27	0.0	5.0517	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.1	8.1	8.1	8.1	8.1	8.1	1.1002E8	7114538.63488848	1572848.8735990222	6741278.62117859	NA	4223706.0336531	4518193.416129815	1669344.6126323878	2.5521569013160463E7	1.8336E7	921750.0	975620.0	1033700.0	814270.0	876060.0	955090.0	1	2	2	1	2	1	28	NA	NA	NA	1176	NA	1.0
P20339	P20339	6	3	3	Ras-related protein Rab-5A	RAB5A	Ras-related protein Rab-5A OS=Homo sapiens GN=RAB5A PE=1 SV=2	1	6	3	3	3	5	4	5	6	4	1	2	1	3	3	2	1	2	1	3	3	2	33.5	18.6	18.6	23.658	215	215	1.0	42	0.0	4.0968	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.3	27.0	21.4	28.4	33.5	22.8	2.2465E8	NA	2526096.325821335	1.0459863085798355E7	1.242005905078273E8	7539962.06911041	8645251.523434307	6422079.586615252	8.909759167973311E7	1.6047E7	0.0	687690.0	699100.0	672960.0	765870.0	1341100.0	1	0	2	3	2	2	33	NA	NA	NA	1177	NA	1.0
P20340;Q9NRW1;Q53S08	P20340	6;2;1	6;2;1	4;1;1	Ras-related protein Rab-6A	RAB6A	Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3	3	6	6	4	2	2	4	3	4	3	2	2	4	3	4	3	1	1	2	2	3	2	31.2	31.2	20.2	23.593	208	208;208;254	1.0	108	0.0	17.562	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.1	11.1	23.6	17.8	22.1	17.8	4.2908E9	2.2416540288537207E8	6.704053502441713E7	2.668837852462205E8	2.2416540288537207E8	1.7235661812476626E8	1.9095524111061317E8	1.2475111741482517E8	1.7235661812476626E8	2.524E8	1.0734E7	1.5411E7	1.504E7	1.1399E7	1.2868E7	1.1822E7	4	4	7	5	5	5	120	NA	NA	NA	1178	NA	NA
P20591;P20592	P20591	31;4	31;4	31;4	Interferon-induced GTP-binding protein Mx1;Interferon-induced GTP-binding protein Mx1, N-terminally processed	MX1	Interferon-induced GTP-binding protein Mx1 OS=Homo sapiens GN=MX1 PE=1 SV=4	2	31	31	31	23	25	23	29	27	27	23	25	23	29	27	27	23	25	23	29	27	27	63.6	63.6	63.6	75.519	662	662;715	1.0	826	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	43.1	52.3	46.2	58.6	59.4	53.9	1.4423E10	6.28905658954136E8	1.6136832897496745E8	5.837146823346313E8	1.5081770302759288E7	6.174897153472198E8	6.970802331622885E8	5.889355491337171E8	5812457.609344269	3.4341E8	1.2418E7	1.5175E7	1.3555E7	1.5871E7	1.821E7	1.6711E7	29	23	26	39	40	36	735	NA	NA	NA	1180	NA	1.0
P20618	P20618	13	13	13	Proteasome subunit beta type-1	PSMB1	Proteasome subunit beta type-1 OS=Homo sapiens GN=PSMB1 PE=1 SV=2	1	13	13	13	9	9	9	10	10	11	9	9	9	10	10	11	9	9	9	10	10	11	69.7	69.7	69.7	26.489	241	241	1.0	311	0.0	229.97	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	58.1	58.1	58.1	61.8	61.8	58.5	9.231E9	3.77031701961401E8	9.536445002581084E7	4.060611282822804E8	NA	4.042219686108802E8	3.6599461580204344E8	3.3729914202622724E8	4841126.556614455	6.154E8	2.0658E7	2.5065E7	2.6203E7	2.9532E7	2.7215E7	2.9884E7	18	7	15	16	15	14	334	NA	NA	NA	1181	NA	1.0
P20645	P20645	6	6	6	Cation-dependent mannose-6-phosphate receptor	M6PR	Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens GN=M6PR PE=1 SV=1	1	6	6	6	3	5	5	4	5	4	3	5	5	4	5	4	3	5	5	4	5	4	25.3	25.3	25.3	30.993	277	277	1.0	118	0.0	150.91	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14.4	18.8	18.8	15.9	22.4	15.9	2.039E9	6.313025861269596E7	2.8899621695934363E7	1.2251183480995977E8	4.727214325294121E7	5.962114064851812E7	8.412807169893257E7	4.824321699047827E7	8.849093746683754E7	1.1994E8	3004000.0	6504800.0	6830100.0	4182800.0	6020400.0	5695900.0	1	4	4	4	5	5	100	NA	NA	NA	1182	NA	1.0
P20674	P20674	3	3	3	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2	1	3	3	3	2	2	2	3	3	2	2	2	2	3	3	2	2	2	2	3	3	2	22.0	22.0	22.0	16.762	150	150	1.0	63	0.0	5.367	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.7	16.7	16.7	22.0	22.0	16.7	3.2799E8	2.0951968945926473E7	4124964.1409221822	1.9957542992138434E7	3.507221559889633E8	1.3351500457595995E7	1.2551474762004694E7	2223006.1710402616	3.052169237253346E8	2.523E7	1307400.0	1216700.0	1447700.0	1322100.0	1237600.0	613790.0	1	2	1	1	2	2	36	NA	NA	NA	1184	NA	1.0
P20700	P20700	38	38	34	Lamin-B1	LMNB1	Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2	1	38	38	34	32	33	30	34	32	33	32	33	30	34	32	33	29	30	27	31	30	30	65.4	65.4	60.1	66.408	586	586	1.0	1035	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	60.2	61.1	56.3	63.1	57.8	62.1	2.9225E10	1.4100578331284957E9	3.591582051560795E8	1.259864393759971E9	8.204703678738483E8	1.2781848802769856E9	1.2318337676041102E9	1.3428600866571786E9	7.348189475260229E8	7.6909E8	3.1176E7	3.7385E7	3.2689E7	3.5672E7	3.4877E7	3.6021E7	27	28	25	35	27	32	658	NA	NA	NA	1185	NA	1.0
P20701	P20701	12	12	12	Integrin alpha-L	ITGAL	Integrin alpha-L OS=Homo sapiens GN=ITGAL PE=1 SV=3	1	12	12	12	2	3	2	7	5	7	2	3	2	7	5	7	2	3	2	7	5	7	12.1	12.1	12.1	128.77	1170	1170	1.0	148	0.0	36.311	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.9	2.6	1.9	6.3	4.2	6.1	7.0193E8	1.6225770466102466E8	2.6261195583333522E7	9.132128430005334E7	NA	2.171488322657681E7	2.216028858841644E7	1.77603364773702E7	4047049.4815409104	1.2999E7	106280.0	251960.0	124600.0	521370.0	530970.0	841180.0	2	2	2	6	3	7	100	NA	NA	NA	1186	1.0	1.0
P20810	P20810	5	5	5	Calpastatin	CAST	Calpastatin OS=Homo sapiens GN=CAST PE=1 SV=4	1	5	5	5	0	1	1	2	1	1	0	1	1	2	1	1	0	1	1	2	1	1	12.3	12.3	12.3	76.572	708	708	1.0	57	0.0	8.0851	NA	By matching	By matching	By matching	By MS/MS	By matching	0.0	2.4	1.7	6.1	2.4	2.4	3.0786E8	2.8750750773223553E7	7516704.665803766	2.3241108984139703E7	NA	8247448.978353736	9709446.161613367	2043111.8490041604	8247448.978353736	8551800.0	0.0	258900.0	52934.0	270340.0	318660.0	191450.0	0	0	0	0	2	0	32	NA	NA	NA	1187	1.0	NA
P20839	P20839	5	3	3	Inosine-5-monophosphate dehydrogenase 1	IMPDH1	Inosine-5-monophosphate dehydrogenase 1 OS=Homo sapiens GN=IMPDH1 PE=1 SV=2	1	5	3	3	2	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	8.9	6.0	6.0	55.405	514	514	1.0	27	0.0	5.2355	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	3.9	5.3	5.3	5.3	5.3	5.3	2.0011E8	6890741.821445106	1529467.9529833172	7726755.998091017	4808168.232607489	7314930.56010682	7648000.483586266	3009093.343757957	6227628.293062803	8338000.0	226150.0	239960.0	298670.0	364970.0	380660.0	401160.0	1	0	0	1	1	1	27	NA	NA	NA	1188	NA	1.0
P20936	P20936	1	1	1	Ras GTPase-activating protein 1	RASA1	Ras GTPase-activating protein 1 OS=Homo sapiens GN=RASA1 PE=1 SV=1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1.1	1.1	1.1	116.4	1047	1047	1.0	18	0.0	3.3361	By matching	NA	By matching	By MS/MS	By MS/MS	By MS/MS	1.1	0.0	1.1	1.1	1.1	1.1	5.4366E7	2766691.3403839483	NA	2723611.18642368	2766691.3403839483	3009664.5834389743	3172493.3261239417	807880.0276571104	3009664.5834389743	953790.0	36511.0	0.0	43134.0	55797.0	60563.0	50954.0	0	0	0	1	1	1	16	NA	NA	NA	1189	NA	NA
P21127;Q9UQ88;Q9CAG1;Q13882	P21127;Q9UQ88	20;17;1;1	20;17;1;1	20;17;1;1	Cyclin-dependent kinase 11B;Cyclin-dependent kinase 11A	CDK11B;CDK11A	Cyclin-dependent kinase 11B OS=Homo sapiens GN=CDK11B PE=1 SV=3;Cyclin-dependent kinase 11A OS=Homo sapiens GN=CDK11A PE=1 SV=4	4	20	20	20	6	8	7	12	10	10	6	8	7	12	10	10	6	8	7	12	10	10	26.3	26.3	26.3	92.706	795	795;783;752;451	1.0	215	0.0	28.591	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.8	12.7	10.3	18.0	14.2	13.6	1.8218E9	5.6776844737229146E7	2.0697764297521003E7	8.726319885422066E7	NA	7.057667887443766E7	9.014682182844165E7	3.808425755576356E7	9132233.678479113	4.1404E7	1046100.0	1795200.0	1880100.0	1933200.0	2519000.0	1825600.0	3	3	4	9	12	9	185	NA	NA	NA	1190	NA	1.0
P21281;P15313	P21281	13;2	11;0	11;0	V-type proton ATPase subunit B, brain isoform	ATP6V1B2	V-type proton ATPase subunit B, brain isoform OS=Homo sapiens GN=ATP6V1B2 PE=1 SV=3	2	13	11	11	6	6	7	8	8	8	5	4	5	7	7	7	5	4	5	7	7	7	34.8	30.3	30.3	56.5	511	511;513	1.0	166	0.0	37.562	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.8	17.2	18.6	23.7	23.7	23.7	1.1426E9	4.961922769111566E7	1.0329597323980773E7	5.0988264534005865E7	2.552818922688536E8	4.521629163986509E7	3.506804387463747E7	2.2112125985163357E7	2.3141175320829782E8	3.9401E7	1405300.0	1350000.0	1670100.0	1979600.0	1559800.0	1846300.0	6	3	5	10	7	6	158	NA	NA	NA	1195	NA	1.0
P21283	P21283	6	6	6	V-type proton ATPase subunit C 1	ATP6V1C1	V-type proton ATPase subunit C 1 OS=Homo sapiens GN=ATP6V1C1 PE=1 SV=4	1	6	6	6	1	1	1	2	2	0	1	1	1	2	2	0	1	1	1	2	2	0	17.3	17.3	17.3	43.941	382	382	1.0	37	0.0	8.8667	By MS/MS	By MS/MS	By matching	By matching	By matching	NA	3.1	3.1	2.6	5.0	5.0	0.0	1.4692E8	5105984.6530586	NA	6651756.218438105	5105984.6530586	9011444.480628893	1.2950118156206444E7	NA	9011444.480628893	5247000.0	144230.0	0.0	220970.0	389100.0	556710.0	0.0	1	1	0	0	0	0	19	NA	NA	NA	1196	NA	NA
P21291	P21291	5	5	5	Cysteine and glycine-rich protein 1	CSRP1	Cysteine and glycine-rich protein 1 OS=Homo sapiens GN=CSRP1 PE=1 SV=3	1	5	5	5	2	3	2	5	3	4	2	3	2	5	3	4	2	3	2	5	3	4	35.2	35.2	35.2	20.567	193	193	1.0	104	0.0	30.412	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.6	21.2	16.6	35.2	21.2	30.6	6.5175E8	1.3057697992929202E7	4992196.258551762	1.0933256268033521E7	NA	3.1039601510673378E7	1.4279595466714604E7	1.4235030782790773E7	NA	4.345E7	712690.0	1272600.0	691050.0	2714000.0	1251100.0	2547600.0	1	1	1	2	2	1	50	NA	NA	NA	1197	NA	1.0
P21333	P21333	99	99	89	Filamin-A	FLNA	Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4	1	99	99	89	64	66	68	80	79	79	64	66	68	80	79	79	57	60	62	71	70	71	52.3	52.3	48.7	280.74	2647	2647	1.0	2014	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	32.0	34.3	35.4	42.8	42.2	42.8	3.2562E10	1.2746957444659524E9	3.1921080942177534E8	1.3593762304902203E9	1.6567228876273541E9	1.4538379181764545E9	1.4740174792513125E9	1.5817448669420521E9	1.7144992805341065E9	2.1564E8	7098100.0	8362000.0	8881900.0	1.0199E7	1.049E7	1.0378E7	65	67	67	93	80	86	1811	NA	NA	NA	1198	NA	1.0
P21399	P21399	10	9	9	Cytoplasmic aconitate hydratase	ACO1	Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3	1	10	9	9	3	3	3	4	6	3	2	2	2	3	5	2	2	2	2	3	5	2	16.9	16.1	16.1	98.398	889	889	1.0	52	0.0	16.038	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	3.3	3.3	3.3	4.3	8.7	3.3	1.3517E9	8.78748943161228E7	2.3934572189138453E7	9.722799361878042E7	8.78748943161228E7	8.659786345808393E7	8.72925784048806E7	5.069664245528868E7	8.659786345808393E7	2.8161E7	1479800.0	1910600.0	1919900.0	2141600.0	2201600.0	2092200.0	1	1	0	2	4	1	35	NA	NA	NA	1199	NA	NA
P21796	P21796	16	16	16	Voltage-dependent anion-selective channel protein 1	VDAC1	Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2	1	16	16	16	15	15	14	15	15	15	15	15	14	15	15	15	15	15	14	15	15	15	82.3	82.3	82.3	30.772	283	283	1.0	572	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	74.6	74.6	66.4	74.6	74.6	74.6	1.6145E10	7.298932645900866E8	1.8843911731508762E8	7.122698157720371E8	2.853156681682467E7	7.425168287439694E8	6.775363504701294E8	6.362761229191512E8	980157.0112658853	8.9696E8	3.3706E7	4.136E7	3.867E7	4.4385E7	4.1148E7	4.1443E7	11	11	10	17	14	15	310	NA	NA	NA	1200	NA	1.0
P21912	P21912	6	6	6	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens GN=SDHB PE=1 SV=3	1	6	6	6	3	4	3	4	4	3	3	4	3	4	4	3	3	4	3	4	4	3	20.7	20.7	20.7	31.629	280	280	1.0	61	0.0	6.1902	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.8	11.8	10.7	11.8	13.2	10.7	7.562E8	4.1820244044364214E7	1.5077489622062478E7	3.5306628290362485E7	1.189192849673289E9	3.3131157795019817E7	4.292976718154414E7	1.6466388061756276E7	1.2433373129838388E9	3.4373E7	1564500.0	2597700.0	1524600.0	1928500.0	2534400.0	1918200.0	3	3	1	4	4	4	51	NA	NA	NA	1201	NA	1.0
P21953	P21953	3	3	3	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	BCKDHB	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Homo sapiens GN=BCKDHB PE=1 SV=2	1	3	3	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	14.8	14.8	14.8	43.122	392	392	1.0	11	0.0	3.3925	NA	NA	NA	By MS/MS	NA	NA	0.0	0.0	0.0	3.1	0.0	0.0	3.4214E7	NA	NA	NA	8.819325620041946E7	4106217.0060190614	NA	NA	6.6348775511184014E7	1800800.0	0.0	0.0	0.0	242640.0	0.0	0.0	0	0	0	1	0	0	9	NA	NA	NA	1202	NA	1.0
P21964	P21964	12	12	12	Catechol O-methyltransferase	COMT	Catechol O-methyltransferase OS=Homo sapiens GN=COMT PE=1 SV=2	1	12	12	12	5	4	7	9	9	9	5	4	7	9	9	9	5	4	7	9	9	9	64.6	64.6	64.6	30.037	271	271	1.0	191	0.0	71.771	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	29.5	20.7	39.5	44.3	43.9	50.9	1.6301E9	3.846033299244682E7	1.834179571573015E7	5.151368219655881E7	1.1287644282413002E7	6.5589274558601506E7	5.560162319903814E7	3.470980238731245E7	NA	1.0867E8	3296200.0	2612100.0	3959100.0	5403300.0	4667400.0	5073000.0	3	0	6	6	7	8	151	NA	NA	NA	1203	1.0	1.0
P22033	P22033	3	3	3	Methylmalonyl-CoA mutase, mitochondrial	MUT	Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens GN=MUT PE=1 SV=4	1	3	3	3	1	3	2	1	2	2	1	3	2	1	2	2	1	3	2	1	2	2	4.3	4.3	4.3	83.134	750	750	1.0	33	2.3895E-4	2.8679	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.5	4.3	2.9	1.5	2.9	2.8	1.6339E8	4377160.104731622	5562122.304452467	2.798814683928303E7	9638694.747415364	NA	2.2670031204734776E7	2029471.4957013356	1.3394114041689873E7	4189400.0	90747.0	546550.0	675640.0	0.0	736690.0	187880.0	1	0	1	1	2	1	16	NA	NA	NA	1204	NA	1.0
P22059;Q969R2	P22059	9;1	9;1	9;1	Oxysterol-binding protein 1	OSBP	Oxysterol-binding protein 1 OS=Homo sapiens GN=OSBP PE=1 SV=1	2	9	9	9	2	2	3	3	5	7	2	2	3	3	5	7	2	2	3	3	5	7	14.7	14.7	14.7	89.42	807	807;916	1.0	114	0.0	23.306	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	2.6	3.2	4.3	4.2	6.8	9.8	8.5039E8	1646751.70350495	5249808.751137083	3.2187755401725754E7	NA	1.4555833447130416E7	2.4200682616681013E7	2.0765177893475324E7	NA	1.7717E7	27967.0	419240.0	634160.0	394480.0	655270.0	1081700.0	1	2	0	2	2	3	70	NA	NA	NA	1205	NA	1.0
P22061	P22061	2	2	2	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9	15.9	15.9	24.636	227	227	1.0	8	0.0	13.615	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	1.2613E7	NA	NA	NA	7.882801896265729E7	NA	NA	NA	7.35437042697013E7	1051100.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	6	NA	NA	NA	1206	NA	1.0
P22087	P22087	18	18	14	rRNA 2-O-methyltransferase fibrillarin	FBL	rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2	1	18	18	14	16	17	17	17	16	16	16	17	17	17	16	16	12	13	13	13	12	12	64.8	64.8	58.6	33.784	321	321	1.0	475	0.0	113.02	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	56.4	58.9	58.9	62.3	56.4	56.4	1.1111E10	4.769416286435861E8	1.3313834944925316E8	5.795597383229815E8	6.1478416268301286E7	5.002277541048138E8	4.672591121935634E8	3.5623329323057014E8	5.626776331833129E7	4.8308E8	1.7116E7	2.2848E7	2.4479E7	2.365E7	2.247E7	2.0228E7	14	17	17	22	15	15	352	NA	NA	NA	1207	NA	1.0
P22090	P22090	12	5	3	40S ribosomal protein S4, Y isoform 1	RPS4Y1	40S ribosomal protein S4, Y isoform 1 OS=Homo sapiens GN=RPS4Y1 PE=1 SV=2	1	12	5	3	8	7	7	9	10	9	1	1	1	3	3	2	0	0	0	1	1	0	47.9	24.3	15.6	29.455	263	263	1.0	44	0.0	8.8359	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	27.4	23.2	23.2	36.5	38.8	32.3	2.0665E8	9.312144533091502E7	3.1301048096974622E7	7.880030568191881E7	3.7271022824438775E8	1.6753249678721778E7	1.807135521616033E7	3860358.9644192415	3.6118193753821504E8	9840600.0	149540.0	182210.0	212560.0	964170.0	1035700.0	568520.0	1	0	1	1	3	1	34	NA	NA	NA	1208	1.0	1.0
P22102	P22102	42	42	42	Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase	GART	Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1	1	42	42	42	27	29	30	33	34	33	27	29	30	33	34	33	27	29	30	33	34	33	67.6	67.6	67.6	107.77	1010	1010	1.0	821	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	40.1	39.9	44.6	50.0	49.8	50.5	1.2502E10	5.2504246026608694E8	1.3773311904064512E8	5.507597975331234E8	NA	5.580083514423449E8	5.493562129961708E8	4.2155834293977743E8	NA	2.2325E8	7750300.0	9710300.0	9566500.0	1.0809E7	1.0821E7	9534300.0	34	26	37	42	35	43	831	NA	NA	NA	1209	NA	1.0
